SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales,k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales,k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales
DLF014,0.0,0.0,0.0,0.0,47.467330000000004,0.5454699999999999,0.0,3.5367999999999995,0.0,0.0,0.0,0.0,0.00425,0.0,0.0,5.251310000000001,11.79753,0.1686,31.118069999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036899999999999997,0.0,0.10694000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM001,0.0,0.0,0.0,0.034539999999999994,6.499010000000001,0.8928200000000001,0.0,71.93457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32855,15.5908,0.45398,1.6194799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.60644,0.0,0.0,0.14795,0.0,0.16487000000000002,0.0,0.0,0.0,1.7269999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM010,0.0,0.0,0.0,0.0,1.13753,0.58277,0.0,49.92940999999998,0.0,0.0,0.00484,0.005370000000000001,0.0,0.0,0.01461,0.06312000000000001,16.34846,0.08736,4.18587,3.5826300000000004,0.0,0.0,0.0,0.0,0.0,0.26781,0.0,0.0,0.74966,0.0,0.0,0.0,0.0,0.0,22.80823,0.0,0.22976999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.00251,0.0
DLM012,0.0,0.0,0.0,0.01626,62.26801,0.56235,0.0,3.24476,0.0,0.0,0.07428,0.0,0.0,0.0,0.0,10.893800000000002,14.972369999999998,0.7430900000000001,1.58364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.595599999999999,0.0,0.041389999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.00117,0.0033
DLM013,0.0,0.0,0.0,0.00379,1.1821899999999999,13.64056,0.0,38.645759999999996,0.0,0.0,0.01523,0.0,0.00835,0.0,0.0,1.9333200000000001,22.660490000000003,0.54842,14.76416,0.0,0.0,0.0,0.0,0.0,0.0,0.39012,0.0,0.0,0.7592,0.0,0.0,0.0,0.0,0.0,5.44733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106,0.0
DLM014,0.01488,0.0,0.0,0.0,0.0,0.11871,0.0,76.76537000000002,0.0,0.0,0.0,0.0,0.01571,0.0,0.0,0.0058200000000000005,16.171830000000003,0.03412,0.0,4.42837,0.0,0.0,0.0,0.0,0.0,0.8159099999999999,0.0,0.0,1.21582,0.0,0.0,0.0,0.0,0.0,0.14470999999999998,0.0,0.0,0.02446,0.0,0.0,0.0,0.0,0.0,0.24428000000000002,0.0
DLM015,0.0,0.0,0.0,0.0233,0.07417,0.08025,0.0,74.49481999999999,0.0,0.0,0.0,0.0,0.006659999999999999,0.0,0.0,0.02133,18.578719999999997,0.10401999999999999,2.55233,1.42313,0.0,0.0,0.0,0.0,0.0,0.00412,0.0,0.0,0.82588,0.0,0.0,0.0,0.0,0.0,1.24231,0.0,0.5686699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0
DLM016,0.0,0.0,0.0,0.01379,0.14428,0.50935,0.0,71.09271999999999,0.0,0.0,0.00422,0.0,0.0,0.0,0.0,0.13643,24.144910000000003,0.15616,0.13579,0.0,0.0,0.0,0.0,0.0,0.0,0.04997,0.0,0.0,1.72304,0.0,0.0,0.0,0.0,0.0,1.88284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00655,0.0
DLM017,0.0,0.0,0.0,0.0,0.09985999999999999,0.07797,0.0,54.73657999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061149999999999996,27.751629999999995,0.00213,4.373600000000001,0.11229000000000001,0.0,0.0,0.0,0.0,0.0,0.35875,0.0,0.0,0.32084,0.0,0.0,0.0,0.0,0.0,0.29481999999999997,0.0,0.18809,0.0,0.0,0.0,0.0,0.03477,0.0,11.5875,0.0
DLM018,0.0,0.0,0.0,0.0,14.40337,0.6322599999999999,0.0,38.053259999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41006,33.18914,1.21705,11.130459999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.10909,0.0,0.0,0.39486,0.0,0.0,0.0,0.0,0.0,0.024579999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43585,0.0
DLM019,1.46854,0.0,0.0,0.0,4.75836,4.68824,0.0,27.318379999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16186,54.24949,0.02136,0.13101000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.11296,0.0,0.0,1.64906,0.0,0.0,0.0,0.0,0.0,0.88134,0.0,0.052379999999999996,0.0,0.0,0.0,0.0,0.0,0.0,4.50705,0.0
DLM020,0.0,0.0,0.0,0.0,0.71159,0.0,0.0,75.50992999999998,0.0,0.0,0.0,0.0,0.007659999999999999,0.0,0.0,0.47495000000000004,20.3819,0.33115,0.01438,0.46243999999999996,0.0,0.0,0.0,0.0,0.0,0.04962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM021,0.0,0.0,0.0,0.0,0.79856,0.15002,0.0,67.91035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047939999999999997,27.319490000000002,0.12216000000000002,0.14576,0.0,0.0,0.0,0.0,0.0,0.0,0.6380499999999999,0.0,0.0,1.1790399999999999,0.0,0.0,0.0,0.0,0.0,0.50146,0.0,0.09015,0.0,0.0,0.0,0.0,0.0,0.0,1.09707,0.0
DLM022,10.12631,0.004070000000000001,0.0,0.02226,0.05637,0.47072,0.0,29.54219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020640000000000002,47.35396999999999,1.27037,0.019010000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.04696,0.0,0.0,0.8681399999999999,0.0,0.0,0.0,0.0,0.0,8.42967,0.0,0.007659999999999999,0.0,0.0,0.0,0.0,0.00135,0.0,1.76033,0.0
DLM023,0.0,0.0,0.0,0.01215,0.0,0.10754000000000001,0.0,32.83716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26135,62.912090000000006,0.5288299999999999,0.0034700000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.62536,0.0,0.0,0.79951,0.0,0.0,0.0,0.0,0.0,1.75919,0.0,0.0,0.0,0.0,0.0,0.0,0.13541,0.0,0.018000000000000002,0.0
DLM024,0.0,0.0,0.0,0.00847,0.02392,0.03598,0.0,0.30993000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53157,36.51823999999999,0.26646000000000003,0.00895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07046,0.0,0.0,62.22072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025800000000000003,0.00274
DLM027,0.0,0.0,0.0,0.0,7.2967200000000005,0.05123,0.0,34.85772,0.0,0.0,0.0,0.0,0.0,0.0,0.00347,21.18513,20.054840000000002,0.72146,14.99721,0.10342,0.0,0.0,0.0,0.0,0.0,0.09047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567,0.0,0.28165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM028,0.0,0.0,0.0,0.0,0.04149,0.0886,0.0,35.14237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.308009999999996,0.02594,0.01795,0.0,0.0,0.0,0.0,0.0,0.0,0.010440000000000001,0.0,0.0,1.04371,0.0,0.0,0.0,0.0,0.0,17.0442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2773,0.0
DOF003,0.0,0.0,0.0,0.0,0.0,0.14465999999999998,0.0,71.99040999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42943,24.58405,0.33254,0.12109,0.0,0.0,0.0,0.0,0.0,0.0,1.9195800000000003,0.0,0.0,0.0095,0.0,0.0,0.0,0.0,0.0,0.44215,0.0,0.026619999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOF004,0.0,0.0,0.0,0.0031100000000000004,2.16412,0.13372,0.0,53.98449000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.00228,0.34374,34.466260000000005,1.2120499999999998,0.21200000000000002,0.008440000000000001,0.0,0.0,0.0,0.0,0.0,2.36357,0.0,0.0,0.40012,0.0,0.0,0.0,0.0,0.0,4.63394,0.0,0.00837,0.0,0.0,0.0,0.0,0.0,0.0,0.06376,0.0
DOF006,0.0,0.0,0.0,0.07688,0.0,0.11339,0.0,67.03557,0.0,0.0,0.0,0.0,0.0,0.00851,0.0,0.03335,10.270539999999999,1.2050999999999998,0.0,9.83582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55887,0.0,0.0,0.02103,0.0,0.0,6.84094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOF008,0.0,0.0,0.0,0.00741,28.64781,0.06393,0.0,4.31319,0.0,0.0,0.01325,0.0,0.00563,0.0,0.01251,9.55727,51.851200000000006,0.2318,0.81212,0.0,0.0,0.0,0.0,0.0,0.0,0.45043,0.0,0.0,0.0,0.00796,0.0,0.04483,0.0,0.0,3.56022,0.0,0.40287,0.01754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM001,0.0,0.0,0.0,0.0,0.00426,0.172,0.0,74.51181,0.0,0.0,0.0,0.0,0.007520000000000001,0.0,0.0,0.01636,19.422419999999995,0.050269999999999995,0.36612999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.16627,0.0,0.0,1.1556499999999998,0.0,0.0,0.0,0.0,0.0,2.50825,0.0,0.0,0.0,0.0,0.0,0.0,0.33073,0.0,0.28831999999999997,0.0
DOM003,0.0,0.0,0.0,0.0,17.011730000000004,0.5746,0.0,26.742040000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9578500000000002,8.55799,4.31323,15.75176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06226,0.02112,0.0,0.14319,0.0,0.0,25.86422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM008,0.0,0.0,0.0,0.0,0.0,0.07755999999999999,0.0,78.05035000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0038399999999999997,0.12286,9.026139999999998,0.09013,7.697089999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00686,0.0
DOM010,0.0,0.0,0.0,0.0070799999999999995,0.03425,0.0664,0.0,72.53957999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01364,18.42098,0.39519000000000004,1.69123,4.75557,0.0,0.0,0.0,0.0,0.0,1.0669,0.0,0.0,0.7603399999999999,0.0,0.0,0.0,0.0,0.0,0.24885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM013,0.0,0.0,0.0,0.00029,0.0187,0.78854,0.0,55.81685000000001,0.0,0.0,0.0027300000000000002,0.0,0.0,0.0,0.0,0.15233,26.835669999999997,0.061750000000000006,13.171289999999999,0.00848,0.0,0.0,0.0,0.0,0.0,0.8906099999999999,0.0,0.0,1.5829,0.0,0.0,0.0,0.0,0.0,0.6035999999999999,0.031580000000000004,0.0,0.0,0.0,0.03468,0.0,0.0,0.0,0.0,0.0
DOM015,0.0,0.0,0.0,0.0,0.26691000000000004,0.0089,0.0,78.56721,0.0,0.0,0.0,0.0,0.0,0.0,0.00507,0.05713,15.96446,0.1341,1.8308799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,1.59647,0.0,1.11066,0.0,0.0,0.0,0.0,0.1236,0.0,0.32201,0.0
DOM016,0.0,0.0,0.0,0.0,0.10307999999999999,0.028590000000000004,0.0,73.32679999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,12.016569999999998,0.03420999999999999,4.9722100000000005,3.5570800000000005,0.0,0.0,0.0,0.0,0.0,0.39428,0.0,0.0,1.9071100000000003,0.0,0.0,0.0,0.0,0.0,3.06711,0.0,0.00224,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0
DOM018,0.0,0.0,0.0,0.0036899999999999997,2.85037,0.41928,0.0,68.2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,26.177339999999997,0.01235,0.19685,0.0,0.0,0.0,0.0,0.0,0.0,0.11754,0.0,0.0,1.1259100000000002,0.0,0.0,0.0,0.0,0.0,0.81341,0.0,0.056720000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.01119,0.0
DOM019,0.00851,0.0,0.0,0.0,0.01838,0.03677,0.0,63.21133000000002,0.0,0.0,0.0017,0.0,0.00742,0.0,0.00039,0.00619,30.70092,0.05143,0.01001,0.0,0.0,0.0,0.0,0.0,0.0,0.5433,0.0,0.0,0.46747,0.0,0.0,0.0,0.0,0.0,0.019819999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9163,0.0
DOM022,0.0,0.0,0.0,0.008660000000000001,0.039009999999999996,0.50162,0.0,64.58611999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4389600000000002,13.665280000000001,0.24421,12.246110000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.38121,0.0,0.0,1.16703,0.0,0.0,0.0,0.0,0.0,0.66843,0.015639999999999998,0.0325,0.0,0.0,0.00279,0.0,0.0,0.0,0.00242,0.0
DOM026,0.0,0.0,0.0,0.029160000000000002,0.25323,0.7250999999999999,0.0,23.341070000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.007600000000000001,0.6264400000000001,74.31117000000002,0.65579,0.00039,0.01524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014490000000000001,0.0,0.0,0.00981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01048
NLF008,0.00118,0.0,0.0,0.0,0.0070599999999999994,0.05783,0.0,54.68827000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01981,15.006569999999996,0.12344,23.500400000000003,0.0344,0.0,0.0,0.0,0.0,0.0,0.21424,0.0,0.0,1.38799,0.0,0.0,0.0,0.0,0.0,4.95703,0.0,0.00185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLF012,0.0,0.0,0.0,0.00547,0.0,0.061599999999999995,0.0,63.5346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25464000000000003,35.630559999999996,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051570000000000005,0.0,0.0,0.0,0.0,0.0,0.44603000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLF013,0.0,0.0,0.0,0.0,0.23923,0.23992000000000002,0.0,56.38053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027209999999999998,33.62908000000001,0.26488000000000006,4.36796,0.0,0.0,0.0,0.0,0.0,0.0,2.45244,0.02732,0.0,0.26538,0.0,0.0,0.0,0.0,0.0,0.34668,0.0,1.2123700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.547,0.0
NLF015,0.0,0.0,0.0,0.0,0.02264,0.13029000000000002,0.0,74.48404,0.0,0.0,0.0,0.0,0.007940000000000001,0.0,0.0,0.02483,14.864039999999996,0.02912,3.3167600000000004,4.46334,0.0,0.0,0.0,0.0,0.0,0.42636,0.0,0.0,0.7538699999999999,0.0,0.0,0.0,0.0,0.0,1.47224,0.0,0.00455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM002,0.0,0.0,0.0,0.33801,5.331800000000001,0.60166,0.0,79.69394,0.01399,0.008440000000000001,0.011210000000000001,0.0,0.0,0.0,0.0,0.27105999999999997,2.37927,0.63238,0.7881199999999999,0.32931,0.0,0.01786,0.10546,0.16648000000000002,0.70388,0.18585,0.0,0.010759999999999999,0.01593,0.0,0.0,0.0,0.0,0.020640000000000002,8.04024,0.0,0.15477,0.10408999999999999,0.0,0.07485,0.0,0.0,0.0,0.0,0.0
NLM004,0.25252,0.0,0.0,0.94004,0.32023999999999997,0.42008,0.0,29.506630000000005,0.0,0.0,0.055569999999999994,0.0,0.0,0.0,0.044629999999999996,5.63797,45.80135,6.615179999999999,2.8473200000000003,0.00983,0.0,0.0,0.0,0.2863,0.04307,0.30608,0.0,0.04231,0.16682000000000002,0.02,0.0,0.0,0.0,0.0,0.0366,0.0,6.278910000000001,0.16118,0.0,0.0,0.0,0.00126,0.0,0.20613,0.0
NLM006,0.0,0.0,0.0,0.0,0.00645,0.14664,0.0,54.350249999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1118,17.295289999999994,0.08505,18.482239999999997,1.54198,0.0,0.0,0.0,0.0,0.0,0.44639,0.0,0.0,0.6803699999999999,0.0,0.0,0.0,0.0,0.0,6.46781,0.0,0.3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM007,0.0,0.0,0.0,0.0,0.0,0.00309,0.0,54.35196,0.0,0.0,0.00624,0.0,0.0,0.0,0.00049,0.26659,37.164339999999996,0.12719,1.77881,0.81359,0.0,0.0,0.0,0.0,0.0,0.5717800000000001,0.0,0.0,0.09414,0.0,0.0,0.0,0.0,0.0,0.9858399999999999,0.0,3.83323,0.0,0.0,0.0,0.0,0.0,0.0,0.00179,0.00095
NLM010,0.0,0.0,0.0,0.00303,0.18243,0.11418,0.0,48.49486000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54044,48.17684000000001,0.16898999999999997,0.27608,0.009590000000000001,0.0,0.0,0.0,0.0,0.0,0.24903000000000003,0.0,0.0,0.8278200000000001,0.0,0.0,0.0,0.0,0.0,0.7809600000000001,0.0,0.17570999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM021,0.01486,0.0,0.0,0.00229,0.0,0.02123,0.0,59.34181000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10451,37.50128,0.04358,0.44101,0.0,0.0,0.0,0.0,0.0,0.0,0.37477000000000005,0.0,0.0,0.66133,0.0,0.0,0.0,0.0,0.0,0.24623,0.0,0.11874000000000001,0.04314,0.0,0.0,0.0,0.06592999999999999,0.0,1.01924,0.0
NLM022,0.0,0.0,0.0,0.0,0.05234,0.01414,0.0,39.07770000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,50.206289999999996,0.00451,0.06185,0.0,0.0,0.0,0.0,0.0,0.0,0.38403,0.0,0.0,0.09515,0.0,0.0,0.0,0.0,0.0,9.54534,0.0,0.5381499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM024,0.0,0.0,0.0,0.0,0.0,0.09642999999999999,0.0,81.16271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2305900000000003,0.20448,4.44711,3.2829099999999998,0.0,0.0,0.0,0.0,0.0,2.6825799999999997,0.0,0.0,0.42589999999999995,0.0,0.0,0.0,0.0,0.0,4.24531,0.0,0.22197000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM026,1.19754,0.0,0.0,0.00952,1.8906000000000003,0.56054,0.0,51.08695,0.0,0.0,0.00249,0.0,0.0,0.0,0.0,0.01136,42.182939999999995,1.60433,0.021670000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.02223,0.0,0.0,1.15258,0.0,0.0,0.0,0.0,0.0,0.1758,0.0,0.07181,0.0,0.0,0.0,0.0,0.0,0.0,0.00968,0.0
NLM027,0.00301,0.0,0.0,0.38698,2.30884,1.06287,0.0,0.34290000000000004,0.0,0.0,0.0015899999999999998,0.0,0.0,0.0,0.27032999999999996,63.50577999999998,18.01529,0.16921,7.29054,0.050679999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01059,0.00099,0.01163,0.0,0.0,0.00158,0.0,4.212009999999999,0.0,2.35521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM028,0.0,0.0,0.0,0.0,0.8143199999999999,0.029660000000000002,0.0,34.04031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04329,62.74630999999999,0.26789,0.0,0.69978,0.0,0.0,0.0,0.0,0.0,0.13640000000000002,0.0,0.0,0.08437,0.0,0.0,0.0,0.0,0.0,1.13008,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM029,0.0,0.0,0.0,0.0,0.13118,0.24253000000000002,0.0,58.19472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00884,39.91056000000001,0.0558,0.29823999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.6644300000000001,0.0,0.0,0.0,0.0,0.0,0.14744,0.0,0.06051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM031,0.0,0.0,0.0,0.03065,0.0,0.07342,0.0,54.47177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12495,40.14221999999999,0.9364899999999999,3.03923,0.0,0.0,0.0,0.0,0.0,0.0,0.46218000000000004,0.0,0.0,0.22311,0.0,0.0,0.0,0.0,0.0,0.35588,0.0,0.02943,0.0,0.0,0.0,0.0,0.0,0.0,0.11064,0.0
NLM032,0.0,0.0,0.0,0.02164,1.13614,0.27777,0.0,24.64074,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,3.943940000000001,59.97915999999999,0.014469999999999998,7.298629999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.09122,0.0,0.0,0.0,0.0,0.0,0.01411,0.0,0.0,0.8738100000000001,0.0,1.6907600000000003,0.016280000000000003,0.0,0.0,0.0,0.0,0.0,0.00107,0.0
NOF005,0.13949,0.0,0.0,0.0,0.0,1.15998,0.0,43.467090000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05809,52.957699999999996,0.17053,0.4689399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.03972,0.0,0.0,0.6129,0.0,0.0,0.0,0.0,0.0,0.86556,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOF008,0.11889000000000001,0.0,0.0,0.0,0.0,0.46601,0.0,71.63337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,24.497690000000006,0.3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28275,0.0,0.0,1.03436,0.0,0.0,0.0,0.0,0.0,0.17402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3601299999999998,0.0
NOF010,0.0,0.0,0.0,0.00837,0.33148000000000005,0.11899,0.0,74.81463999999998,0.020569999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.19106,17.614430000000002,0.68569,0.09718,0.02574,0.0,0.0,0.0,0.0,0.0,2.63886,0.0,0.0,0.91086,0.0,0.0,0.0,0.0,0.0,2.12095,0.0,0.42117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOF012,0.0,0.0,0.0,0.0,0.0239,0.7801799999999999,0.0,62.40295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18903,31.068939999999998,0.00818,1.51441,0.0,0.0,0.0,0.0,0.0,0.0,2.18119,0.0,0.0,1.6442700000000001,0.0,0.0,0.0,0.0,0.0,0.17204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01487,0.0
NOM001,0.0,0.0,0.0,0.015919999999999997,1.5371500000000002,0.1677,0.0,66.46897,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.97732,26.309670000000004,0.30802,3.20546,0.0,0.0,0.0,0.0,0.0,0.0,0.09834,0.0,0.0,0.05438,0.0,0.0,0.0,0.0,0.0,0.10648,0.0,0.74985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
