SampleID,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Acidobacteria,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Candidatus_Saccharibacteria,k__Bacteria|p__Chlorobi,k__Bacteria|p__Deinococcus_Thermus,k__Bacteria|p__Firmicutes,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Planctomycetes,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Spirochaetes,k__Bacteria|p__Synergistetes,k__Bacteria|p__Tenericutes,k__Bacteria|p__Verrucomicrobia,k__Eukaryota|p__Ascomycota
NLM017,0.0,0.0,0.05155,71.17528,0.0,0.0,0.0,22.69757,1.4202,0.0,4.65542,0.0,0.0,0.0,0.0,0.0
NLM023,0.0,0.0,0.58453,73.57328000000001,0.0,0.0,0.0,18.273470000000003,0.82491,0.00251,6.74125,0.0,0.0,0.0,0.0,0.0
NLM025,0.21851,0.0,0.12942,71.76538000000001,0.0,0.0,0.045360000000000004,20.33823,0.0,0.0,5.526530000000001,0.0,0.0,0.0,1.9765400000000002,0.0
NOF001,0.0,0.0,0.61918,66.27535,0.0,0.0,0.0,30.015520000000006,0.0,0.0,3.08997,0.0,0.0,0.0,0.0,0.0
NOF002,0.0,0.0,1.1866700000000001,62.84736,0.0,0.0,0.00573,29.37410999999999,0.66772,0.0,5.90355,0.0,0.0,0.0,0.01486,0.0
NOF004,0.0,0.0,0.33770999999999995,66.06773000000001,0.0,0.0,0.0,32.35718,0.0,0.0,1.1507599999999998,0.0,0.0,0.0,0.08661,0.0
NOF006,0.0,0.0,0.30037,75.96719999999999,0.0,0.0,0.0,13.281950000000002,0.16336,0.0,10.22906,0.0,0.0,0.0,0.05806,0.0
NOF007,0.0,0.0,0.5107200000000001,64.87911999999999,0.00186,0.0,0.0,33.66568,0.12458,0.0,0.81805,0.0,0.0,0.0,0.0,0.0
NOF009,0.0,0.0,0.05363,80.96378000000004,0.0,0.0,0.0,11.80099,2.70897,0.0,4.4726,0.0,0.0,0.0,0.0,0.0
NOF011,0.0,0.0,0.4935799999999999,67.81925999999997,0.0,0.0,0.0,29.5393,0.0,0.0,1.1511300000000002,0.0,0.9277700000000001,0.0,0.069,0.0
NOF013,0.00809,0.0,0.024489999999999998,64.35411999999998,0.0,0.0,0.0,34.36052000000001,0.07325,0.0,1.17959,0.0,0.0,0.0,0.0,0.0
NOF014,0.0,0.00595,0.08489000000000002,68.21698000000002,0.0,0.0,0.00647,30.268889999999995,0.0,0.0,1.4168199999999997,0.0,0.0,0.0,0.0,0.0
NOM004,0.0,0.0,0.02678,73.48211,0.0,0.0,0.0,11.099789999999995,3.27751,0.0,12.113819999999999,0.0,0.0,0.0,0.0,0.0
NOM007,0.0,0.0,0.07089000000000001,80.11804,0.0,0.0,0.0,17.520789999999998,0.05154999999999999,0.0,2.2387400000000004,0.0,0.0,0.0,0.0,0.0
NOM008,0.0,0.0,0.00528,68.77264000000001,0.0,0.0,0.0,27.55657,0.0,0.0,3.6525699999999994,0.0,0.01293,0.0,0.0,0.0
NOM012,0.0,0.0,0.21316,61.80721,0.0,0.0,0.0,35.54856,0.0,0.0,2.43107,0.0,0.0,0.0,0.0,0.0
NOM013,0.0,0.0,1.2699900000000002,53.901520000000005,0.0,0.0,0.0,43.109700000000004,0.0,0.0,1.71056,0.0,0.0,0.0,0.0082,0.0
NOM018,0.0,0.0,0.11471000000000002,44.50487999999999,0.00114,0.0,0.0,44.855230000000006,0.0,0.0,10.524000000000004,0.0,0.0,0.0,0.0,0.0
NOM022,0.0,0.0,0.05272000000000001,63.301309999999994,0.02472,0.0,0.0072299999999999994,33.993610000000004,0.03834,0.0,2.58214,0.0,0.0,0.0,0.0,0.0
NOM023,0.0,0.0,0.10854,79.35361,0.0,0.0,0.0,16.231759999999994,0.56689,0.0,3.73923,0.0,0.0,0.0,0.0,0.0
NOM026,0.0,0.0,0.24655,17.10558,0.00237,0.0,0.00506,43.69167000000003,9.27593,0.0,29.672810000000002,0.0,0.0,0.0,0.0,0.0
NOM029,0.0,0.0,0.45330000000000004,70.85674999999999,0.08425,0.0,0.0,17.554070000000007,0.0665,0.0,10.983989999999999,0.0,0.0,0.0,0.0,0.00115
